"tablescraper-selected-row,""tablescraper-selected-row 2"",""tablescraper-selected-row href"",""tablescraper-selected-row src"",""tablescraper-selected-row 3"",""tablescraper-selected-row 4"",""tablescraper-selected-row 5"",""tablescraper-selected-row 6"",""tablescraper-selected-row src 2"""
"331,""Jiménez Collado Raúl"",""https://itra.run/RunnerSpace/Jim%C3%A9nez%20Collado.Ra%C3%BAl/4330134"",""https://itra.run/images/member-pics/default.jpg"",""12:35:06"",""32"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"332,""GUERRA Ignacio"",""https://itra.run/RunnerSpace/GUERRA.Ignacio/334038"",""https://itra.run/Files/Photos/pic192685_a67a1b72.jpg"",""12:35:14"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"333,""Prigge Marius"",""https://itra.run/RunnerSpace/Prigge.Marius/1553791"",""https://itra.run/Files/Photos/pic68463_57470943.jpg"",""12:35:15"",""29"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"334,""Arevalo Juan Jose"",""https://itra.run/RunnerSpace/Arevalo.Juan%20Jose/1499199"",""https://itra.run/images/member-pics/default.jpg"",""12:35:24"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"335,""ASENSIO PEREZ Jessica"",""https://itra.run/RunnerSpace/ASENSIO%20PEREZ.Jessica/1338985"",""https://itra.run/images/member-pics/default.jpg"",""12:35:40"",""29"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"336,""ARMAS PEREZ Jose David"",""https://itra.run/RunnerSpace/ARMAS%20PEREZ.Jose%20David/3059113"",""https://itra.run/images/member-pics/default.jpg"",""12:35:44"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"337,""DOMENECH BALLESTER Jose Luis"",""https://itra.run/RunnerSpace/DOMENECH%20BALLESTER.Jose%20Luis/312040"",""https://itra.run/images/member-pics/default.jpg"",""12:36:26"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"338,""BILBAO CAMPO Iker"",""https://itra.run/RunnerSpace/BILBAO%20CAMPO.Iker/1123009"",""https://itra.run/images/member-pics/default.jpg"",""12:36:54"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"339,""FERRARIS David"",""https://itra.run/RunnerSpace/FERRARIS.David/59588"",""https://itra.run/images/member-pics/default.jpg"",""12:37:20"",""49"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"340,""SCALLON Cassie"",""https://itra.run/RunnerSpace/SCALLON.Cassie/14395"",""https://itra.run/images/member-pics/default.jpg"",""12:37:34"",""37"",""F"",""USA"",""https://itra.run/images/CountryFlags/us.svg"""
"341,""Salvesen Greg"",""https://itra.run/RunnerSpace/Salvesen.Greg/14408"",""https://itra.run/images/member-pics/default.jpg"",""12:37:34"",""33"",""H"",""USA"",""https://itra.run/images/CountryFlags/us.svg"""
"342,""VALLET David"",""https://itra.run/RunnerSpace/VALLET.David/2143629"",""https://itra.run/images/member-pics/default.jpg"",""12:37:34"",""44"",""H"",""USA"",""https://itra.run/images/CountryFlags/us.svg"""
"343,""GORRIZ RODRIGUEZ Francisco"",""https://itra.run/RunnerSpace/GORRIZ%20RODRIGUEZ.Francisco/3059115"",""https://itra.run/images/member-pics/default.jpg"",""12:38:20"",""31"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"344,""Caldara Fabrizio"",""https://itra.run/RunnerSpace/Caldara.Fabrizio/60223"",""https://itra.run/images/member-pics/default.jpg"",""12:38:37"",""54"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"345,""AZNAR VAQUERO Pedro Jose"",""https://itra.run/RunnerSpace/AZNAR%20VAQUERO.Pedro%20Jose/3059117"",""https://itra.run/images/member-pics/default.jpg"",""12:38:40"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"346,""RAMIREZ NAVARRO Miguel"",""https://itra.run/RunnerSpace/RAMIREZ%20NAVARRO.Miguel/416963"",""https://itra.run/Files/Photos/pic52411_071aa3e3.jpg"",""12:39:15"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"347,""LORENZO GONZALEZ Jose Eulogio"",""https://itra.run/RunnerSpace/LORENZO%20GONZALEZ.Jose%20Eulogio/372520"",""https://itra.run/images/member-pics/default.jpg"",""12:39:17"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"348,""CABEZUDO LOPEZ Endika"",""https://itra.run/RunnerSpace/CABEZUDO%20LOPEZ.Endika/838959"",""https://itra.run/images/member-pics/default.jpg"",""12:39:59"",""30"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"349,""GALLEGO RAMIREZ Tomas"",""https://itra.run/RunnerSpace/GALLEGO%20RAMIREZ.Tomas/399734"",""https://itra.run/images/member-pics/default.jpg"",""12:40:52"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"350,""Vera Vidal Alberto"",""https://itra.run/RunnerSpace/Vera%20Vidal.Alberto/514010"",""https://itra.run/images/member-pics/default.jpg"",""12:41:01"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"351,""ramas royo Pablo"",""https://itra.run/RunnerSpace/ramas%20royo.Pablo/1065045"",""https://itra.run/images/member-pics/default.jpg"",""12:41:31"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"352,""SKINNER Luke"",""https://itra.run/RunnerSpace/SKINNER.Luke/334030"",""https://itra.run/images/member-pics/default.jpg"",""12:41:59"",""41"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"353,""VEREECKEN Martin"",""https://itra.run/RunnerSpace/VEREECKEN.Martin/127737"",""https://itra.run/images/member-pics/default.jpg"",""12:42:20"",""48"",""H"",""BEL"",""https://itra.run/images/CountryFlags/be.svg"""
"354,""QUINTERO SALAZAR Ivan"",""https://itra.run/RunnerSpace/QUINTERO%20SALAZAR.Ivan/2418273"",""https://itra.run/images/member-pics/default.jpg"",""12:42:43"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"355,""SANCHEZ SALVADOR Amalia"",""https://itra.run/RunnerSpace/SANCHEZ%20SALVADOR.Amalia/442937"",""https://itra.run/images/member-pics/default.jpg"",""12:43:06"",""46"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"356,""MARRERO FALCON Juan"",""https://itra.run/RunnerSpace/MARRERO%20FALCON.Juan/11842"",""https://itra.run/images/member-pics/default.jpg"",""12:43:34"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"357,""VIGARAY Jaime"",""https://itra.run/RunnerSpace/VIGARAY.Jaime/815125"",""https://itra.run/Files/Photos/pic26773_570c888a.jpg"",""12:44:37"",""50"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"358,""ROMO JIMENEZ Xisco"",""https://itra.run/RunnerSpace/ROMO%20JIMENEZ.Xisco/3059121"",""https://itra.run/images/member-pics/default.jpg"",""12:44:39"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"359,""VALERA GUERRA Marcos"",""https://itra.run/RunnerSpace/VALERA%20GUERRA.Marcos/1186341"",""https://itra.run/Files/Photos/pic31767_b1221a1e.jpg"",""12:44:48"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"360,""BATES Eleanor"",""https://itra.run/RunnerSpace/BATES.Eleanor/3059123"",""https://itra.run/images/member-pics/default.jpg"",""12:45:04"",""30"",""F"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"361,""Sanjuan Francisco"",""https://itra.run/RunnerSpace/Sanjuan.Francisco/1885987"",""https://itra.run/images/member-pics/default.jpg"",""12:45:06"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"362,""GOMEZ GOZALO Maria"",""https://itra.run/RunnerSpace/GOMEZ%20GOZALO.Maria/604793"",""https://itra.run/images/member-pics/default.jpg"",""12:46:03"",""47"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"363,""GEHRMANN Jochen"",""https://itra.run/RunnerSpace/GEHRMANN.Jochen/1537761"",""https://itra.run/images/member-pics/default.jpg"",""12:46:15"",""42"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"364,""WECKLER Jens"",""https://itra.run/RunnerSpace/WECKLER.Jens/2474701"",""https://itra.run/images/member-pics/default.jpg"",""12:46:16"",""27"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"365,""ENCINOSO FAJARDO AYOZE"",""https://itra.run/RunnerSpace/ENCINOSO%20FAJARDO.AYOZE/4549751"",""https://itra.run/images/member-pics/default.jpg"",""12:46:19"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"366,""ALVAREZ IGLESIAS Ricard"",""https://itra.run/RunnerSpace/ALVAREZ%20IGLESIAS.Ricard/1588323"",""https://itra.run/images/member-pics/default.jpg"",""12:46:49"",""28"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"367,""RAMIREZ GONZALEZ Albert"",""https://itra.run/RunnerSpace/RAMIREZ%20GONZALEZ.Albert/1566899"",""https://itra.run/images/member-pics/default.jpg"",""12:46:51"",""30"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"368,""HERNANDEZ RODRIGUEZ Nelly"",""https://itra.run/RunnerSpace/HERNANDEZ%20RODRIGUEZ.Nelly/634763"",""https://itra.run/images/member-pics/default.jpg"",""12:46:57"",""38"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"369,""GUITART RUIZ Jordi"",""https://itra.run/RunnerSpace/GUITART%20RUIZ.Jordi/752554"",""https://itra.run/images/member-pics/default.jpg"",""12:47:06"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"370,""MORALES LORENZO Enrique"",""https://itra.run/RunnerSpace/MORALES%20LORENZO.Enrique/1056417"",""https://itra.run/images/member-pics/default.jpg"",""12:48:23"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"371,""PARGA Jose Luis"",""https://itra.run/RunnerSpace/PARGA.Jose%20Luis/561316"",""https://itra.run/images/member-pics/default.jpg"",""12:48:25"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"372,""MARCHAL COBA Miguel"",""https://itra.run/RunnerSpace/MARCHAL%20COBA.Miguel/2162835"",""https://itra.run/images/member-pics/default.jpg"",""12:49:10"",""53"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"373,""BLUMRICH Gerald"",""https://itra.run/RunnerSpace/BLUMRICH.Gerald/11835"",""https://itra.run/images/member-pics/default.jpg"",""12:49:24"",""62"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"374,""STURZENEGGER Daniel"",""https://itra.run/RunnerSpace/STURZENEGGER.Daniel/321177"",""https://itra.run/images/member-pics/default.jpg"",""12:49:24"",""54"",""H"",""SUI"",""https://itra.run/images/CountryFlags/ch.svg"""
"375,""RODRIGUEZ TRIANA Julio"",""https://itra.run/RunnerSpace/RODRIGUEZ%20TRIANA.Julio/12345"",""https://itra.run/images/member-pics/default.jpg"",""12:50:24"",""69"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"376,""PASSILLY Alban"",""https://itra.run/RunnerSpace/PASSILLY.Alban/357010"",""https://itra.run/images/member-pics/default.jpg"",""12:50:30"",""41"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"377,""RODRIGUEZ DE GRACIA Vicente"",""https://itra.run/RunnerSpace/RODRIGUEZ%20DE%20GRACIA.Vicente/696012"",""https://itra.run/images/member-pics/default.jpg"",""12:50:37"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"378,""MARTIN PEREZ Carlos"",""https://itra.run/RunnerSpace/MARTIN%20PEREZ.Carlos/12372"",""https://itra.run/images/member-pics/default.jpg"",""12:52:04"",""57"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"379,""FUENTES Hector"",""https://itra.run/RunnerSpace/FUENTES.Hector/11865"",""https://itra.run/images/member-pics/default.jpg"",""12:52:45"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"380,""VISSI GARCIA Jordi"",""https://itra.run/RunnerSpace/VISSI%20GARCIA.Jordi/156118"",""https://itra.run/images/member-pics/default.jpg"",""12:53:24"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"381,""TEJERA REYES Jose Francisco"",""https://itra.run/RunnerSpace/TEJERA%20REYES.Jose%20Francisco/631058"",""https://itra.run/images/member-pics/default.jpg"",""12:53:27"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"382,""CASTANEDA ALVAREZ Ivan"",""https://itra.run/RunnerSpace/CASTANEDA%20ALVAREZ.Ivan/631062"",""https://itra.run/images/member-pics/default.jpg"",""12:53:42"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"383,""MORAN HERNANDEZ David"",""https://itra.run/RunnerSpace/MORAN%20HERNANDEZ.David/606669"",""https://itra.run/images/member-pics/default.jpg"",""12:53:59"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"384,""BARMAZ Manuel"",""https://itra.run/RunnerSpace/BARMAZ.Manuel/588574"",""https://itra.run/images/member-pics/default.jpg"",""12:54:43"",""39"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"385,""Pemsel Dennis"",""https://itra.run/RunnerSpace/Pemsel.Dennis/388965"",""https://itra.run/Files/Photos/pic231705_89f87767.jpg"",""12:55:00"",""32"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"386,""REY Fabien"",""https://itra.run/RunnerSpace/REY.Fabien/2174633"",""https://itra.run/images/member-pics/default.jpg"",""12:55:11"",""38"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"387,""RICART BARNIOL Jordi"",""https://itra.run/RunnerSpace/RICART%20BARNIOL.Jordi/406190"",""https://itra.run/images/member-pics/default.jpg"",""12:55:11"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"388,""GONZALEZ FRANCISCO Ivan"",""https://itra.run/RunnerSpace/GONZALEZ%20FRANCISCO.Ivan/3059127"",""https://itra.run/images/member-pics/default.jpg"",""12:55:39"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"389,""MARTIN ALONSO Ivan"",""https://itra.run/RunnerSpace/MARTIN%20ALONSO.Ivan/752564"",""https://itra.run/images/member-pics/default.jpg"",""12:55:50"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"390,""RODRIGUEZ BARRETO Francisco Jose"",""https://itra.run/RunnerSpace/RODRIGUEZ%20BARRETO.Francisco%20Jose/272643"",""https://itra.run/images/member-pics/default.jpg"",""12:55:55"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"391,""CASTRO FERNANDEZ Luis Alfredo"",""https://itra.run/RunnerSpace/CASTRO%20FERNANDEZ.Luis%20Alfredo/160270"",""https://itra.run/images/member-pics/default.jpg"",""12:56:20"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"392,""KOMOV Andrey"",""https://itra.run/RunnerSpace/KOMOV.Andrey/1012391"",""https://itra.run/Files/Photos/pic45507_08a36b7f.jpg"",""12:56:45"",""33"",""H"",""RUS"",""https://itra.run/images/CountryFlags/ru.svg"""
"393,""BURGAIN Romain"",""https://itra.run/RunnerSpace/BURGAIN.Romain/44767"",""https://itra.run/images/member-pics/default.jpg"",""12:57:01"",""38"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"394,""BERTRAND Sebastien"",""https://itra.run/RunnerSpace/BERTRAND.Sebastien/9714"",""https://itra.run/images/member-pics/default.jpg"",""12:57:01"",""46"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"395,""DOMINGUEZ RUIZ Antonio Jose"",""https://itra.run/RunnerSpace/DOMINGUEZ%20RUIZ.Antonio%20Jose/649063"",""https://itra.run/images/member-pics/default.jpg"",""12:58:12"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"396,""MAZARIAS Javier"",""https://itra.run/RunnerSpace/MAZARIAS.Javier/126416"",""https://itra.run/images/member-pics/default.jpg"",""12:58:38"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"397,""WECK Tobias"",""https://itra.run/RunnerSpace/WECK.Tobias/2052427"",""https://itra.run/images/member-pics/default.jpg"",""12:58:40"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"398,""DODELER Julien"",""https://itra.run/RunnerSpace/DODELER.Julien/187515"",""https://itra.run/Files/Photos/pic33449_e4c1153c.jpg"",""12:59:09"",""39"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"399,""MARTINEZ MORENO Antonio"",""https://itra.run/RunnerSpace/MARTINEZ%20MORENO.Antonio/606872"",""https://itra.run/images/member-pics/default.jpg"",""12:59:51"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"400,""MARTIN CUENCA Francisco Javier"",""https://itra.run/RunnerSpace/MARTIN%20CUENCA.Francisco%20Javier/173598"",""https://itra.run/images/member-pics/default.jpg"",""13:00:42"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"401,""GONZALEZ RODRIGUEZ Jaime"",""https://itra.run/RunnerSpace/GONZALEZ%20RODRIGUEZ.Jaime/2096285"",""https://itra.run/images/member-pics/default.jpg"",""13:01:07"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"402,""Renard Bruno"",""https://itra.run/RunnerSpace/Renard.Bruno/136828"",""https://itra.run/images/member-pics/default.jpg"",""13:02:10"",""49"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"403,""LUIS Almeida"",""https://itra.run/RunnerSpace/LUIS.Almeida/3059129"",""https://itra.run/images/member-pics/default.jpg"",""13:02:11"",""42"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"404,""DVELYS Aurelijus"",""https://itra.run/RunnerSpace/DVELYS.Aurelijus/730177"",""https://itra.run/Files/Photos/pic43755_c1458a22.jpg"",""13:02:21"",""31"",""H"",""LTU"",""https://itra.run/images/CountryFlags/lt.svg"""
"405,""SANCHEZ FERNANDEZ Alberto"",""https://itra.run/RunnerSpace/SANCHEZ%20FERNANDEZ.Alberto/176204"",""https://itra.run/images/member-pics/default.jpg"",""13:02:54"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"406,""AZNAR BOIX Vicente"",""https://itra.run/RunnerSpace/AZNAR%20BOIX.Vicente/522278"",""https://itra.run/images/member-pics/default.jpg"",""13:03:06"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"407,""PEREZ HERNANDEZ Jose Javier"",""https://itra.run/RunnerSpace/PEREZ%20HERNANDEZ.Jose%20Javier/273381"",""https://itra.run/images/member-pics/default.jpg"",""13:03:33"",""51"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"408,""TABANERA Mariano Agustin"",""https://itra.run/RunnerSpace/TABANERA.Mariano%20Agustin/1362925"",""https://itra.run/Files/Photos/pic52725_81c62580.jpg"",""13:03:41"",""29"",""H"",""ARG"",""https://itra.run/images/CountryFlags/ar.svg"""
"409,""GARCIA FERNANDEZ Jose Antonio"",""https://itra.run/RunnerSpace/GARCIA%20FERNANDEZ.Jose%20Antonio/1958001"",""https://itra.run/images/member-pics/default.jpg"",""13:03:47"",""30"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"410,""RODRIGUEZ MORALES Ricardo"",""https://itra.run/RunnerSpace/RODRIGUEZ%20MORALES.Ricardo/803629"",""https://itra.run/images/member-pics/default.jpg"",""13:03:59"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"411,""RIVERA HERNANDEZ Raquel"",""https://itra.run/RunnerSpace/RIVERA%20HERNANDEZ.Raquel/736610"",""https://itra.run/images/member-pics/default.jpg"",""13:04:10"",""44"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"412,""MIGUEL FUENTE Fernando"",""https://itra.run/RunnerSpace/MIGUEL%20FUENTE.Fernando/3059131"",""https://itra.run/images/member-pics/default.jpg"",""13:04:12"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"413,""CAIMARI Miguel"",""https://itra.run/RunnerSpace/CAIMARI.Miguel/1213763"",""https://itra.run/images/member-pics/default.jpg"",""13:04:19"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"414,""MUNOZ LOPEZ Roberto"",""https://itra.run/RunnerSpace/MUNOZ%20LOPEZ.Roberto/2019185"",""https://itra.run/images/member-pics/default.jpg"",""13:04:38"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"415,""GORDON Ken"",""https://itra.run/RunnerSpace/GORDON.Ken/14401"",""https://itra.run/images/member-pics/default.jpg"",""13:05:06"",""54"",""H"",""USA"",""https://itra.run/images/CountryFlags/us.svg"""
"416,""SAN JUAN FIEL Liberto"",""https://itra.run/RunnerSpace/SAN%20JUAN%20FIEL.Liberto/272627"",""https://itra.run/images/member-pics/default.jpg"",""13:05:21"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"417,""GONZALEZ MILLAN Jose"",""https://itra.run/RunnerSpace/GONZALEZ%20MILLAN.Jose/544342"",""https://itra.run/Files/Photos/pic9052_4508615c.jpg"",""13:06:04"",""33"",""H"",""PER"",""https://itra.run/images/CountryFlags/pe.svg"""
"418,""VELAZQUEZ RODRIGUEZ Antonio"",""https://itra.run/RunnerSpace/VELAZQUEZ%20RODRIGUEZ.Antonio/234973"",""https://itra.run/images/member-pics/default.jpg"",""13:06:16"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"419,""LEAL FERNANDEZ Jesus Enrique"",""https://itra.run/RunnerSpace/LEAL%20FERNANDEZ.Jesus%20Enrique/1348477"",""https://itra.run/images/member-pics/default.jpg"",""13:06:17"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"420,""DE LA CRUZ URBANO Luis"",""https://itra.run/RunnerSpace/DE%20LA%20CRUZ%20URBANO.Luis/441250"",""https://itra.run/images/member-pics/default.jpg"",""13:06:44"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
